28.4900000000000,'10-Aug-2017 11:59:30.000000'
28.4700000000000,'10-Aug-2017 11:59:30.250000'
28.4700000000000,'10-Aug-2017 11:59:30.500000'
28.4700000000000,'10-Aug-2017 11:59:30.750000'
28.4700000000000,'10-Aug-2017 11:59:31.000000'
28.4700000000000,'10-Aug-2017 11:59:31.250000'
28.4700000000000,'10-Aug-2017 11:59:31.500000'
28.4700000000000,'10-Aug-2017 11:59:31.750000'
28.4700000000000,'10-Aug-2017 11:59:32.000000'
28.4500000000000,'10-Aug-2017 11:59:32.250000'
28.4500000000000,'10-Aug-2017 11:59:32.500000'
28.4500000000000,'10-Aug-2017 11:59:32.750000'
28.4500000000000,'10-Aug-2017 11:59:33.000000'
28.4500000000000,'10-Aug-2017 11:59:33.250000'
28.4500000000000,'10-Aug-2017 11:59:33.500000'
28.4500000000000,'10-Aug-2017 11:59:33.750000'
28.4500000000000,'10-Aug-2017 11:59:34.000000'
28.4700000000000,'10-Aug-2017 11:59:34.250000'
28.4700000000000,'10-Aug-2017 11:59:34.500000'
28.4700000000000,'10-Aug-2017 11:59:34.750000'
28.4700000000000,'10-Aug-2017 11:59:35.000000'
28.4500000000000,'10-Aug-2017 11:59:35.250000'
28.4500000000000,'10-Aug-2017 11:59:35.500000'
28.4500000000000,'10-Aug-2017 11:59:35.750000'
28.4500000000000,'10-Aug-2017 11:59:36.000000'
28.4700000000000,'10-Aug-2017 11:59:36.250000'
28.4700000000000,'10-Aug-2017 11:59:36.500000'
28.4700000000000,'10-Aug-2017 11:59:36.750000'
28.4700000000000,'10-Aug-2017 11:59:37.000000'
28.4700000000000,'10-Aug-2017 11:59:37.250000'
28.4700000000000,'10-Aug-2017 11:59:37.500000'
28.4700000000000,'10-Aug-2017 11:59:37.750000'
28.4700000000000,'10-Aug-2017 11:59:38.000000'
28.4700000000000,'10-Aug-2017 11:59:38.250000'
28.4700000000000,'10-Aug-2017 11:59:38.500000'
28.4700000000000,'10-Aug-2017 11:59:38.750000'
28.4700000000000,'10-Aug-2017 11:59:39.000000'
28.4500000000000,'10-Aug-2017 11:59:39.250000'
