acc_x_mean,acc_x_std,acc_x_absint,acc_y_mean,acc_y_std,acc_y_absint,acc_z_mean,acc_z_std,acc_z_absint,acc_sum_mean,acc_sum_std,acc_sum_absint,bvp_features_mean,bvp_features_std,eda_features_mean,eda_features_std,eda_features_min,eda_features_max,eda_features_dynamic_range,eda_scl_features_mean,eda_scl_features_std,eda_scr_features_mean,eda_scr_features_std,eda_scr_features_no_pks,eda_scr_features_no_strong_peaks,hr_features_mean,hr_features_std,hrv_features_resampled_HRV_freq,hrv_features_resampled_HRV_vlf,hrv_features_resampled_HRV_lf,hrv_features_resampled_HRV_hf,hrv_features_resampled_HRV_ratio,hrv_features_resampled_HRV_hf_norm,hrv_features_resampled_HRV_lf_norm,temp_features_mean,temp_features_std,temp_features_min,temp_features_max,temp_features_dynamic_range,stress,time
-13.39375,0.526380853097676,4272.5,-19.5875,0.541535029418942,6248.5,58.090625,0.381269431387235,18531,91.071875,0.778526207925163,29052,0.245921875,10.8650133003046,0.24766085,0.00437361990862583,0.237969,0.254602,1.06989565867823,0.246588338428581,0.00232754504785564,0.00107251157141885,0.00232693324471573,0,0,65.6177491485087,1.37653275595671,11.0204224863836,0,0,7.3383794808509,0,66.5889124479385,0,28.463,0.0106698713134765,28.45,28.49,1.00140597539543,0,10-Aug-2017 11:59:40.000000
-13.346875,0.476721020130728,4257.5,-19.88125,0.324000754672289,6342,58.03125,0.174265138676655,18512,91.259375,0.637077661442042,29111.5,0.0611718749999996,12.5564291633826,0.2367858,0.00309881701332158,0.229013,0.241808,1.0558701907752,0.237306200961538,0.00235284552953139,-0.000520400961538416,0.00190644643013225,0,0,66.3011741512317,1.31174369768811,25.2474789560181,0,0,16.7785805486303,0,66.456459188892,0,28.4525,0.0103155347127646,28.43,28.47,1.00140696447415,0,10-Aug-2017 11:59:50.000000
3.0875,22.1418588249881,6107,-18.65625,5.02663361053354,5943,55.484375,5.63462256011743,17702,93.309375,9.54979884161758,29752,-0.417390625,14.1816417147349,0.2323398,0.00407480296330308,0.223896,0.240528,1.07428448922714,0.237783727771366,0.00755879443139125,-0.00655970821875747,0.00770112654165729,0,0,74.1738547658854,5.49225382514367,0.235696333031133,0,0,0.157956036421992,0,67.0167560057574,0,28.44,0.0135873244097349,28.43,28.47,1.00140696447415,0,10-Aug-2017 12:00:00.000000
36.49375,15.5662189001182,11732.5,2.384375,45.3388400094362,13940.5,11.20625,18.1593769226655,6186,99.890625,13.8682981074867,31859,-0.825484375,15.4468964449388,0.241583675,0.0038205642581484,0.23541,0.250763,1.06521813007094,0.26715743567019,0.00295515536910156,0.0108362964947544,0.0277338548706427,1,0,78.9087403543284,3.41152044429591,1.22150562003219,0,0,0.810993034468044,0,66.3929024286169,0,28.438,0.00992277876713647,28.43,28.45,1.00070348223707,0,10-Aug-2017 12:00:10.000000
25.8625,1.02009588337826,8251,-55.1125,1.01393117435667,17580.5,13.39375,1.20654887513427,4269,94.36875,1.6500094993552,30100.5,0.287906249999999,10.2878471534248,0.243822575,0.00150223979593379,0.239249,0.245646,1.02673783380495,0.247917713275997,0.00711680855363337,-0.00409513827599683,0.00692610681759965,0,0,73.5952729312201,4.87771796023412,5.07645554183704,0,0,3.05254766446765,0,60.1314763679188,0,28.4705,0.0199935887159752,28.43,28.49,1.00211044671122,0,10-Aug-2017 12:00:20.000000
25.70625,0.677417880134573,8200,-55.146875,0.613579034823486,17592,13.6,0.872426803030356,4338,94.453125,1.12995252625885,30130,0.166671874999999,8.80461189534722,0.239312675,0.00259067101878337,0.232852,0.244366,1.04944771786371,0.248957330378234,0.00547033480019005,-0.00232583589100868,0.0129108727540111,0,0,65.2433330087064,10.3804661105077,1.85108481891577,0,0,1.3993409457543,0,75.5957226516467,0,28.4765,0.0183344987974537,28.45,28.49,1.00140597539543,0,10-Aug-2017 12:00:30.000000
26.015625,0.539713946642689,8298.5,-55.003125,0.331222088786833,17546,13.553125,0.600670667490679,4322.5,94.571875,0.91031510442357,30167,-0.158875,4.9609070473447,0.23697765,0.00203832265821051,0.231572,0.241808,1.04420223515796,0.249165471394004,0.0057413322243723,0.0015909861336964,0.0176609892443227,0,0,63.8480587794036,6.91085476136193,7.62413444474594,0,0,3.43267126227985,0,45.0237503962883,0,28.464,0.0129693919751514,28.45,28.49,1.00140597539543,0,10-Aug-2017 12:00:40.000000
26.903125,1.88709266608917,8585,-54.428125,1.41902310319393,17363,13.965625,0.914223851572306,4453,95.296875,1.8097583577593,30401,0.26146875,7.56261913413838,0.235762175,0.00224408550145054,0.229013,0.239249,1.04469615262016,0.241048730893072,0.00306093718574951,0.000544143158018305,0.00666040452903486,0,0,58.775895736184,7.75026504609033,10.6206781484222,0,0,6.88408020579148,0,64.8177085265893,0,28.464,0.00928190961784495,28.45,28.47,1.00070298769772,0,10-Aug-2017 12:00:50.000000
35.85,25.9747164261119,12170.5,-11.534375,42.2666420962313,12453.5,15.290625,22.7608509982853,6882.5,98.73125,28.6019535635051,31506.5,-1.033453125,4.27571236477397,0.23873695,0.0181557139468684,0.134337,0.254602,1.89524851678986,0.259838596463487,0.00560165897258038,0.000546737611025398,0.0117195093143605,0,0,74.5452063461081,11.8688921332276,11.9602620151629,0,0,9.04968371949084,0,75.664594203855,0,28.479,0.0221648832905132,28.43,28.51,1.00281392894829,0,10-Aug-2017 12:01:00.000000
36.865625,15.6460879638863,11777,-46.45,12.934995422615,14808.5,11.05625,14.8831380362356,5247.5,99.815625,18.1824713097817,31833,0.7689375,4.76792065935746,0.26186205,0.00909017138409985,0.237969,0.276351,1.16128991591342,0.270747870526313,0.00290943041622244,-0.00455641163200846,0.00692620725929527,0,0,58.2870899548546,9.79928812018615,5.48243410798821,0,0,2.77515013234429,0,50.6189418364507,0,28.531,0.0230717943018684,28.49,28.55,1.002106002106,0,10-Aug-2017 12:01:10.000000
34.19375,14.1600776059188,10899,-41.2,25.7603617646281,14247.5,12.41875,8.04997858210901,4394.5,92.5625,8.31638297009759,29541,1.76459375,9.62524686953487,0.26992255,0.00343406133145654,0.262278,0.28019,1.06829394764334,0.273583580509579,0.000675266420509037,0.00294044906566359,0.0210729993326752,1,0,68.2316505912427,7.76798361199258,11.4351876603344,0,0,9.69758958511006,0,84.8048136433158,0,28.558,0.0134355059641538,28.53,28.57,1.00140203294777,0,10-Aug-2017 12:01:20.000000
46.3625,21.3249195627409,15015.5,-12.259375,23.2011425426019,5580,-30.89375,25.5097490430276,11343,100.078125,26.0989824850603,31938.5,-0.3483125,6.19717682422947,0.38708395,0.0707612770216948,0.267396,0.504086,1.8851665694326,0.304157659413031,0.0142928000060243,0.0139738134236816,0.0437672204047989,1,0,59.572943614476,6.5037872173954,5.06259537577563,0,0,4.517444481743,0,89.2317901477735,0,28.5935,0.0347555566485226,28.55,28.65,1.00350262697023,0,10-Aug-2017 12:01:30.000000
57.3875,8.46159496440789,18313,-2.109375,10.6913335944686,2221,-23.140625,11.877994177876,7599,88.1875,11.6867084161887,28133,0.296,7.16667253630072,0.4078103,0.0167585871554303,0.371027,0.45163,1.21724294997399,0.3112266494746,0.0047952979157349,-0.0201164167652673,0.0221177815823979,0,0,64.2479330873249,9.32096048914467,23.5646686718596,0,0,17.4599524799984,0,74.0937745534639,0,28.765,0.0602132960868357,28.65,28.85,1.00698080279232,0,10-Aug-2017 12:01:40.000000
36.065625,21.4386652922729,11523,-3.165625,42.6636705325176,11664,14.8,20.4868028474208,7357,95.70625,23.8210667477998,30544,-0.0239843750000002,16.1328252228529,0.3655899,0.0126513925286041,0.351836,0.395336,1.1236371491263,0.316851531131491,0.00909921346823758,0.0146331150424697,0.0262861090413399,0,0,67.6360135311875,8.69896756855344,33.6298873500521,0,0,27.9420708804329,0,83.0870189649612,0,28.95,0.0452910813657832,28.85,29.01,1.00554592720971,0,10-Aug-2017 12:01:50.000000
37.0125,14.3104790944337,11810,-7.946875,46.9330242753781,14162.5,8.11875,15.2623337759467,4888.5,96.709375,18.3032597157602,30861,-0.58428125,3.39262872799734,0.368916475,0.0102211707743956,0.358233,0.396616,1.10714534953508,0.286569596523961,0.00429559889270326,-0.0081577071501039,0.0217383320270488,0,0,69.9607087318483,7.45346828288446,3.90424522776081,0,0,2.19020665544285,0,56.0980811315224,0,28.998,0.0185638192356915,28.97,29.03,1.0020711080428,0,10-Aug-2017 12:02:00.000000
27.690625,0.868053483104457,8832.5,-53.778125,0.611403839677521,17155.5,14.984375,0.95825382433337,4779.5,96.453125,1.37293232965729,30767.5,-0.672265625,13.637216718797,0.346846775,0.00755965143507767,0.333925,0.359513,1.07662798532605,0.298054124043293,0.00195166703357822,-0.000128959941756404,0.0125305164727568,0,0,73.3687873625385,9.05594197251083,7.42473980433067,0,0,4.73521539445612,0,63.7761796271188,0,29.013,0.0200256246101255,28.97,29.05,1.0027614773904,1,10-Aug-2017 12:02:10.000000
